gene_id	gene_name	length	Caco2_polyA-S2-24h-A	Caco2_polyA-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000225116.1	AL353193.1	268	1	0	0.376977009	0	0.188488504
ENSG00000225121.2	EEF1B2P5	548	0	1	0	0.238479869	0.119239934
ENSG00000225125.2	RANP4	655	2	0	0.308488056	0	0.154244028
ENSG00000225127.2	LINC00237	1735	1	1	0.058230454	0.075323901	0.066777178
ENSG00000225128.1	LINC00972	813	0	0	0	0	0
ENSG00000225129.1	AL035250.1	593	0	0	0	0	0
ENSG00000225131.2	PSME2P2	700	14	9	2.020596767	1.680261018	1.850428893
ENSG00000225136.1	PGBD4P5	426	0	0	0	0	0
ENSG00000225137.1	DYNC1I2P1	1838	65	67	3.572872412	4.763888389	4.168380401
ENSG00000225138.7	SLC9A3-AS1	4302	172	127	4.039314783	3.858029973	3.948672378
ENSG00000225140.1	AL358216.1	1657	2	0	0.121943076	0	0.060971538
ENSG00000225142.2	AC114495.1	436	0	0	0	0	0
ENSG00000225146.1	AC073957.1	535	1	0	0.188840819	0	0.09442041
ENSG00000225148.1	AL050338.1	786	0	0	0	0	0
ENSG00000225151.10	GOLGA2P7	4915	11	5	0.226109506	0.132947068	0.179528287
ENSG00000225152.1	AL160290.1	416	0	0	0	0	0
ENSG00000225154.2	AL450996.1	1202	0	0	0	0	0
ENSG00000225155.4	TOMM22P5	439	2	1	0.460272612	0.29769241	0.378982511
ENSG00000225156.2	AC012354.1	2685	1	1	0.0376275	0.048672986	0.043150243
ENSG00000225158.2	HSPE1P24	238	1	0	0.424495119	0	0.21224756
ENSG00000225159.1	NPM1P39	867	120	95	13.98336863	14.31979465	14.15158164
ENSG00000225163.4	LINC00618	700	4.5	3.5	0.649477532	0.65343484	0.651456186
ENSG00000225165.3	AC090071.1	644	3	0	0.470635893	0	0.235317946
ENSG00000225166.1	AC012462.1	825	0	0	0	0	0
ENSG00000225167.1	TXNP2	295	0	0	0	0	0
ENSG00000225169.1	BRI3P1	378	1	0	0.267274705	0	0.133637352
ENSG00000225170.2	AL049737.1	1403	0	0	0	0	0
ENSG00000225171.2	DUTP6	462	1	0	0.218679304	0	0.109339652
ENSG00000225172.5	AC096631.1	1079	0	0	0	0	0
ENSG00000225173.1	AL662890.1	709	0	0	0	0	0
ENSG00000225175.1	AC109780.1	1344	0	0	0	0	0
ENSG00000225176.2	ATP5MGP4	307	0	0	0	0	0
ENSG00000225177.5	AL590617.2	1220	9	6	0.745302086	0.642722794	0.69401244
ENSG00000225178.5	RPSAP58	888	188	112	21.38920001	16.48304102	18.93612051
ENSG00000225180.7	PVALEF	1803	0	0	0	0	0
ENSG00000225183.1	AL353898.1	238	0	0	0	0	0
ENSG00000225185.3	PPIAP8	492	1	0	0.2053452	0	0.1026726
ENSG00000225187.1	AC073283.1	860	2	0	0.234953112	0	0.117476556
ENSG00000225190.11	PLEKHM1	9233	116	95.5	1.269301554	1.35173892	1.310520237
ENSG00000225191.1	AL136455.1	1240	0	0	0	0	0
ENSG00000225192.1	ZNF33BP1	1834	0	0	0	0	0
ENSG00000225193.5	RPS12P26	396	4	1	1.020503418	0.330017596	0.675260507
ENSG00000225194.3	LINC00092	4849	0	0	0	0	0
ENSG00000225195.2	AC078962.1	281	0	0	0	0	0
ENSG00000225198.1	SSXP3	1300	0	0	0	0	0
ENSG00000225200.2	AC246787.1	627	523	372	84.27209803	77.53676574	80.90443188
ENSG00000225203.2	AL139230.1	425	0	1	0	0.307498748	0.153749374
ENSG00000225205.5	AC078883.1	2447	2	1	0.082574449	0.053407016	0.067990732
ENSG00000225206.9	MIR137HG	7172	0	1	0	0.01822183	0.009110915
ENSG00000225209.1	AC092637.1	510	1	0	0.198097722	0	0.099048861
ENSG00000225210.10	DUXAP9	4846	15	13.5	0.312721332	0.364068112	0.338394722
ENSG00000225212.4	AKR1B1P6	839	0	0	0	0	0
ENSG00000225213.2	AC073367.1	697	0	1	0	0.187499237	0.093749618
ENSG00000225214.1	AC079790.1	507	0	0	0	0	0
ENSG00000225215.1	SMARCE1P1	1186	2	0	0.170370722	0	0.085185361
ENSG00000225216.6	AC007362.1	1623	0	0	0	0	0
ENSG00000225217.1	HSPA7	1927	0	0	0	0	0
ENSG00000225218.1	AP001628.1	285	2	1	0.708981322	0.458550765	0.583766043
ENSG00000225224.1	RPS27AP12	465	1	0	0.21726847	0	0.108634235
ENSG00000225225.1	ARL2BPP10	531	0	0	0	0	0
ENSG00000225226.1	LINC01795	813	2	0	0.248535888	0	0.124267944
ENSG00000225230.1	AC008937.1	914	0	0	0	0	0
ENSG00000225231.1	LINC02470	979	0	0	0	0	0
ENSG00000225233.1	AL592402.1	440	0	0	0	0	0
ENSG00000225234.1	TRAPPC12-AS1	908	2	3	0.222532684	0.431785137	0.32715891
ENSG00000225235.1	INTS6L-AS1	398	0	0	0	0	0
ENSG00000225236.1	AP000936.2	681	1	0	0.148355122	0	0.074177561
ENSG00000225239.1	RPL21P107	460	0	0	0	0	0
ENSG00000225240.1	AC117490.1	60	0	0	0	0	0
ENSG00000225243.5	AL021026.1	796	0	0	0	0	0
ENSG00000225246.1	RPS2P1	821	1	0	0.12305705	0	0.061528525
ENSG00000225251.1	RPL5P25	775	0	0	0	0	0
ENSG00000225253.1	AC011225.1	369	0	0	0	0	0
ENSG00000225254.2	ARMC8P1	1289	0	0	0	0	0
ENSG00000225259.4	ST13P6	1102	80	61	7.334289536	7.234033622	7.284161579
ENSG00000225264.3	ZNRF2P2	887	17	15	1.936310318	2.210038919	2.073174618
ENSG00000225265.1	TAF1A-AS1	1450	10	16	0.696757506	1.442063096	1.069410301
ENSG00000225267.1	RPL8P2	502	0	0	0	0	0
ENSG00000225269.2	LINC00705	1745	0	0	0	0	0
ENSG00000225271.1	AC074281.1	2081	1	0	0.048548697	0	0.024274348
ENSG00000225272.2	AL451074.2	472	1	0	0.214046268	0	0.107023134
ENSG00000225275.4	NUP210P2	282	0	0	0	0	0
ENSG00000225280.6	AL158013.1	615	0	0	0	0	0
ENSG00000225282.1	AP000350.2	1763	5	4	0.286528186	0.296510421	0.291519303
ENSG00000225284.1	AC018693.1	550	1	0	0.183690615	0	0.091845308
ENSG00000225285.1	LINC01770	851	2	2	0.237437928	0.30713741	0.272287669
ENSG00000225286.1	AC005105.1	792	0	0	0	0	0
ENSG00000225292.2	AL158212.1	315	0	0	0	0	0
ENSG00000225294.1	OSTCP2	444	0	1	0	0.294340018	0.147170009
ENSG00000225297.1	AC126124.1	185	0	0	0	0	0
ENSG00000225298.5	LINC00113	611	0	0	0	0	0
ENSG00000225300.1	AL591623.1	1960	0	0	0	0	0
ENSG00000225308.2	ASS1P11	1216	0	0	0	0	0
ENSG00000225313.5	AL513327.1	4015	2	1	0.050326196	0.032549681	0.041437938
ENSG00000225314.1	AC018634.1	401	0	0	0	0	0
ENSG00000225315.2	AL591178.1	454	4	0	0.890130734	0	0.445065367
ENSG00000225316.2	LINC00350	1112	0	0	0	0	0
ENSG00000225321.2	LINC01427	6319	0	0	0	0	0
ENSG00000225325.1	AL583804.1	810	1	2	0.124728196	0.322683872	0.223706034
ENSG00000225328.1	LINC01594	611	4	3	0.66140647	0.641670874	0.651538672
ENSG00000225329.3	LHFPL3-AS2	2375	2	0	0.085077759	0	0.042538879
ENSG00000225330.1	AF064860.1	544	1.5	0	0.278574922	0	0.139287461
ENSG00000225333.6	AL035404.1	568	1	0	0.177869434	0	0.088934717
ENSG00000225334.2	AL391811.1	1315	0	0	0	0	0
ENSG00000225335.3	AC016027.1	2235	5	3	0.226017535	0.175418749	0.200718142
ENSG00000225338.1	RPL23AP18	468	0	1	0	0.279245658	0.139622829
ENSG00000225339.3	AL354740.1	8287	11	4	0.13410501	0.063080472	0.098592741
ENSG00000225342.2	AC079630.1	2280	0	0	0	0	0
ENSG00000225343.1	RPL21P66	466	0	0	0	0	0
ENSG00000225345.3	SNX18P3	1952	0	0	0	0	0
ENSG00000225347.1	SLC25A5P8	898	1	0	0.112505388	0	0.056252694
ENSG00000225349.2	AC022080.2	533	1	0	0.189549415	0	0.094774708
ENSG00000225354.1	RPL7AP52	790	0	0	0	0	0
ENSG00000225355.1	ARL6IP1P2	563	24	11	4.30677819	2.553386587	3.430082388
ENSG00000225356.3	AC093840.1	336	125	88	37.58550534	34.22753925	35.9065223
ENSG00000225357.3	RPF2P1	906	2	3	0.223023926	0.432738305	0.327881115
ENSG00000225358.1	MIPEPP1	2027	0	0	0	0	0
ENSG00000225361.3	PPP1R26-AS1	3750	19	13	0.511884514	0.453048156	0.482466335
ENSG00000225362.9	CT62	2855	0	0	0	0	0
ENSG00000225366.4	TDGF1P3	2710	1	0	0.037280383	0	0.018640192
ENSG00000225369.1	AC009506.2	840	2.5	0.5	0.300684043	0.077789862	0.189236952
ENSG00000225371.1	CICP8	2813	0	0	0	0	0
ENSG00000225376.5	TMEM246-AS1	860	0	0	0	0	0
ENSG00000225377.5	NRSN2-AS1	875	17	9	1.962865431	1.344208814	1.653537123
ENSG00000225381.2	RPS5P7	608	0	0	0	0	0
ENSG00000225383.7	SFTA1P	824	4	6	0.490436109	0.951604136	0.721020122
ENSG00000225384.1	AL606662.1	553	0	0	0	0	0
ENSG00000225385.3	AL353572.1	417	0	0	0	0	0
ENSG00000225386.1	AC099754.1	454	0	0	0	0	0
ENSG00000225391.5	AL135902.1	1357	0	0	0	0	0
ENSG00000225392.1	AC016700.1	312	0	0	0	0	0
ENSG00000225393.1	BX571846.1	553	0	0	0	0	0
ENSG00000225398.3	PGM5P4	445	0	0	0	0	0
ENSG00000225399.4	AC121247.1	1232	0	0	0	0	0
ENSG00000225400.1	RAB28P5	651	0	0	0	0	0
ENSG00000225401.2	TGIF2P1	685	1	1	0.147488815	0.190783895	0.169136355
ENSG00000225402.1	AC010878.1	1047	10	7	0.964945925	0.873742862	0.919344394
ENSG00000225405.3	RPS15AP17	390	24	24	6.217220822	8.042274957	7.12974789
ENSG00000225406.1	AC080125.1	684	0	0	0	0	0
ENSG00000225407.3	AC025188.1	600	0	1	0	0.217811613	0.108905807
ENSG00000225408.1	AL136980.1	543	1	0	0.186058634	0	0.093029317
ENSG00000225411.3	CR786580.1	3228	1	0	0.031297967	0	0.015648984
ENSG00000225415.2	CCRL1P1	1053	0	0	0	0	0
ENSG00000225416.1	AC104843.1	319	0	2	0	0.819354032	0.409677016
ENSG00000225418.1	AKR1C5P	609	0	0	0	0	0
ENSG00000225419.1	RPL21P3	478	1	0	0.211359494	0	0.105679747
ENSG00000225420.1	AC104134.1	1747	1	2	0.057830474	0.149613014	0.103721744
ENSG00000225421.2	AC019330.1	2134	0	0	0	0	0
ENSG00000225422.4	RBMS1P1	1156	34	22	2.971465834	2.487122229	2.729294032
ENSG00000225423.1	TNPO1P1	1138	4	2	0.355113667	0.229678327	0.292395997
ENSG00000225427.1	LINC00331	376	0	0	0	0	0
ENSG00000225431.1	LINC01671	1775	1	0	0.056918219	0	0.028459109
ENSG00000225434.2	LINC01504	2458	6	2	0.24661474	0.10633602	0.17647538
ENSG00000225437.5	PACRG-AS2	1542	1	0	0.065518702	0	0.032759351
ENSG00000225438.1	KRT41P	1293	0	0	0	0	0
ENSG00000225439.2	BOLA3-AS1	1834	121	87	6.665545497	6.199436326	6.432490911
ENSG00000225442.2	MPRIP-AS1	1058	0	0	0	0	0
ENSG00000225443.1	AC004938.1	308	0	0	0	0	0
ENSG00000225446.2	LINC01763	1547	0	0	0	0	0
ENSG00000225447.1	RPS15AP10	382	2	0	0.528952033	0	0.264476017
ENSG00000225448.1	AC009477.1	217	0	0	0	0	0
ENSG00000225449.3	RAB6C-AS1	3949	2	4	0.051167302	0.132374746	0.091771024
ENSG00000225450.1	AL021707.1	500	3.5	2.5	0.707208869	0.65343484	0.680321854
ENSG00000225451.1	AC092634.2	1010	0	0	0	0	0
ENSG00000225455.3	TPI1P4	473	0	0	0	0	0
ENSG00000225457.1	AC073346.1	1084	0	0	0	0	0
ENSG00000225462.1	FDPSP1	1071	4	2	0.377328995	0.244046626	0.31068781
ENSG00000225465.8	RFPL1S	6271	0	1	0	0.020839893	0.010419946
ENSG00000225470.7	JPX	13557	303.17	263.17	2.259291591	2.536910038	2.398100814
ENSG00000225471.5	BX119917.1	502	66.5	47	13.38343476	12.23563247	12.80953362
ENSG00000225472.1	AL136366.1	1054	0	0	0	0	0
ENSG00000225473.1	ATP13A4-AS1	1046	0	0	0	0	0
ENSG00000225475.1	AC099789.1	141	4	6	2.866094705	5.561147577	4.213621141
ENSG00000225476.1	MTCO3P5	714	0	0	0	0	0
ENSG00000225477.3	AC099730.1	1177	0	0	0	0	0
ENSG00000225479.1	PLCB1-IT1	558	0	0	0	0	0
ENSG00000225482.1	RPS6P14	719	0	0	0	0	0
ENSG00000225483.1	RPL22P4	390	0	0	0	0	0
ENSG00000225484.6	NUTM2B-AS1	14755	99	77	0.67786879	0.681999088	0.679933939
ENSG00000225486.1	AL663058.1	353	7	4	2.003424557	1.480872159	1.742148358
ENSG00000225487.2	AL390119.1	312	0	0	0	0	0
ENSG00000225489.6	AL354707.1	2839	67	42.5	2.384289951	1.956391737	2.170340844
ENSG00000225492.6	GBP1P1	2352	1	1	0.042954863	0.055564187	0.049259525
ENSG00000225496.1	AC104651.1	735	16	14	2.199288998	2.489275582	2.34428229
ENSG00000225498.1	AC002064.1	733	0	1	0	0.178290543	0.089145272
ENSG00000225499.1	RPL15P4	580	0	0	0	0	0
ENSG00000225505.1	AC104332.1	797	0	1	0	0.163973611	0.081986806
ENSG00000225506.2	CYP4A22-AS1	921	3	2	0.329087421	0.283793633	0.306440527
ENSG00000225507.1	AC069282.1	526	0	0	0	0	0
ENSG00000225509.1	AIFM1P1	1841	0	0	0	0	0
ENSG00000225510.2	PCDH8P1	2773	0	1	0	0.047128369	0.023564185
ENSG00000225511.7	LINC00475	3858	0	1	0	0.033874279	0.016937139
ENSG00000225513.1	AL158824.1	450	6	3	1.347064512	0.871246454	1.109155483
ENSG00000225514.1	MTND1P34	671	0	0	0	0	0
ENSG00000225518.2	LINC01703	821	0	0	0	0	0
ENSG00000225521.1	AC005237.1	559	0	0	0	0	0
ENSG00000225522.2	AL592114.2	532	0	0	0	0	0
ENSG00000225526.4	MKRN2OS	1829	4	2	0.220950986	0.142905378	0.181928182
ENSG00000225527.1	AL450384.1	413	1	1	0.244624306	0.316433337	0.280528821
ENSG00000225528.3	Z82206.1	1322	0	0	0	0	0
ENSG00000225530.1	SP3P	2065	0	0	0	0	0
ENSG00000225531.1	AL807761.2	729	4	2	0.554347536	0.358537635	0.456442585
ENSG00000225532.1	AL731684.1	439	0	0	0	0	0
ENSG00000225533.1	PAWRP1	565	0	0	0	0	0
ENSG00000225535.6	LINC01393	1830	1	0	0.055207562	0	0.027603781
ENSG00000225536.2	STIP1P3	1624	77	35	4.790207853	2.816529484	3.803368669
ENSG00000225537.1	AC073325.1	542	0	0	0	0	0
ENSG00000225539.6	LINC01821	2077	0	0	0	0	0
ENSG00000225542.1	ZNF385D-AS1	705	0	0	0	0	0
ENSG00000225544.1	AC245452.2	392	0	0	0	0	0
ENSG00000225546.5	LINC02476	1994	0	1	0	0.065540104	0.032770052
ENSG00000225548.6	LINC01980	2505	69	42	2.782857823	2.191158746	2.487008285
ENSG00000225552.1	NAALADL2-AS1	804	1	0	0.125659003	0	0.062829501
ENSG00000225554.1	AL359764.1	668	1	0	0.151242273	0	0.075621136
ENSG00000225555.1	AP000320.1	471	2	3	0.429001437	0.83240107	0.630701254
ENSG00000225556.1	C2CD4D	1757	3	3	0.172503993	0.223142233	0.197823113
ENSG00000225557.1	MTCO3P20	688	0	1	0	0.189951988	0.094975994
ENSG00000225558.1	UBE2D3P2	445	2	0	0.454066689	0	0.227033345
ENSG00000225559.1	AC083867.1	457	0	0	0	0	0
ENSG00000225563.1	AC006076.1	345	0	0	0	0	0
ENSG00000225564.6	LINC01492	4421	0	1	0	0.029560499	0.01478025
ENSG00000225568.1	AC093155.1	826	8	4	0.978497224	0.632866673	0.805681949
ENSG00000225569.1	CCT4P2	1548	0	0	0	0	0
ENSG00000225570.1	AC013733.1	985	0	0	0	0	0
ENSG00000225572.1	DOCK4-AS1	2494	0	0	0	0	0
ENSG00000225573.4	RPL35P5	370	139	88	37.95445279	31.08230592	34.51837935
ENSG00000225578.1	NCBP2-AS1	562	3	4	0.539305187	0.930156356	0.734730772
ENSG00000225579.1	EDNRB-AS1	601	0	0	0	0	0
ENSG00000225580.2	AL358942.1	1178	21	16	1.801041261	1.77503522	1.78803824
ENSG00000225581.3	TRIM53AP	1544	1	0	0.065433833	0	0.032716917
ENSG00000225585.1	IPPKP1	768	0	0	0	0	0
ENSG00000225588.2	AC096669.1	1305	0	0	0	0	0
ENSG00000225591.2	BX248409.1	255	0	1	0	0.512497914	0.256248957
ENSG00000225594.1	AC098826.1	471	0	0	0	0	0
ENSG00000225595.2	LINC01623	3098	0	0	0	0	0
ENSG00000225598.1	AL606519.1	580	0	0	0	0	0
ENSG00000225602.5	MTOR-AS1	763	0	0	0	0	0
ENSG00000225603.3	AC244394.1	1665	10	5	0.606785816	0.392453358	0.499619587
ENSG00000225605.2	AC092813.1	1121	0	0	0	0	0
ENSG00000225606.1	AC005281.1	911	0	0	0	0	0
ENSG00000225610.1	AC007679.1	781	1	0	0.129359588	0	0.064679794
ENSG00000225611.1	LINC02158	897	7	6	0.788415684	0.874160321	0.831288003
ENSG00000225613.2	LINCMD1	462	0	0	0	0	0
ENSG00000225614.2	ZNF469	13287	1	1	0.007603661	0.009835702	0.008719681
ENSG00000225616.2	AL138785.1	331	5	4	1.526130489	1.579298708	1.552714598
ENSG00000225620.1	AC104463.1	365	1	0	0.276794078	0	0.138397039
ENSG00000225622.1	PPIAP17	471	0	0	0	0	0
ENSG00000225623.1	AGBL4-IT1	514	0	0	0	0	0
ENSG00000225626.3	C9orf135-DT	1472	0	0	0	0	0
ENSG00000225630.1	MTND2P28	1044	1572	1074	152.1253888	134.4423407	143.2838648
ENSG00000225636.1	HNRNPA3P15	1026	0	0	0	0	0
ENSG00000225637.1	AP001046.1	2816	0	0	0	0	0
ENSG00000225639.1	PGAM1P2	725	0	1	0	0.180257887	0.090128943
ENSG00000225640.1	LINC01729	358	0	0	0	0	0
ENSG00000225642.1	SNRPEP5	278	0	0	0	0	0
ENSG00000225643.1	AL606491.1	483	0	0	0	0	0
ENSG00000225644.1	RPL35AP4	102	0	0	0	0	0
ENSG00000225647.1	AC005487.1	665	0	0	0	0	0
ENSG00000225648.5	SBDSP1	1239	409	359	33.35044705	37.86652263	35.60848484
ENSG00000225650.2	EIF2S2P5	968	0	0	0	0	0
ENSG00000225652.1	KCNMA1-AS3	701	0	0	0	0	0
ENSG00000225655.5	BX255923.1	681	0	0	0	0	0
ENSG00000225656.1	AL118511.2	311	0	0	0	0	0
ENSG00000225657.2	LINC01716	996	0	0	0	0	0
ENSG00000225661.7	RPL14P5	730	0	0	0	0	0
ENSG00000225662.2	AC012519.1	610	0	0	0	0	0
ENSG00000225663.7	MCRIP1	3726	200	154.5	5.422965022	5.418984585	5.420974804
ENSG00000225665.4	SAR1AP3	592	3	2	0.511975532	0.441510027	0.47674278
ENSG00000225671.2	FCF1P6	595	1	1	0.169798048	0.219641963	0.194720005
ENSG00000225673.3	AC104164.1	590	0	0	0	0	0
ENSG00000225674.1	IPO7P2	1750	77	63	4.445312888	4.70473085	4.575021869
ENSG00000225675.2	LINC01771	567	0	0	0	0	0
ENSG00000225676.1	AC002378.1	298	0	1	0	0.438546873	0.219273436
ENSG00000225678.2	AP000619.1	1000	1	0	0.101029838	0	0.050514919
ENSG00000225680.1	AL163953.1	726	12	7	1.669914684	1.260067185	1.464990934
ENSG00000225683.5	PACRG-AS3	4466	0	0	0	0	0
ENSG00000225684.3	FAM225B	7407	0	0	0	0	0
ENSG00000225689.1	AL442647.1	481	1	0	0.210041244	0	0.105020622
ENSG00000225693.1	LAGE3P1	484	1	6	0.208739335	1.620086381	0.914412858
ENSG00000225695.1	HNRNPA1P35	963	1	1	0.104911566	0.13570817	0.120309868
ENSG00000225697.13	SLC26A6	6373	266.5	245	4.224768857	5.024055731	4.624412294
ENSG00000225701.1	EIF4A1P13	230	0	0	0	0	0
ENSG00000225703.1	AC114737.1	453	0	0	0	0	0
ENSG00000225705.2	AC004899.1	1714	1	2	0.058943896	0.152493545	0.105718721
ENSG00000225706.1	PTPRD-AS1	2494	6	5	0.243054944	0.262002743	0.252528843
ENSG00000225708.6	AL354984.2	1024	0	0	0	0	0
ENSG00000225711.1	AL512326.1	721	0	0	0	0	0
ENSG00000225712.1	ATP5MC2P1	426	0	0	0	0	0
ENSG00000225713.5	RPL30P1	339	0	0	0	0	0
ENSG00000225715.1	AL512504.1	778	0	1	0	0.167978108	0.083989054
ENSG00000225718.1	AC092100.1	1530	0	0	0	0	0
ENSG00000225720.6	AL031846.1	640	0	0	0	0	0
ENSG00000225721.5	AL592166.1	765	0	3	0	0.512497914	0.256248957
ENSG00000225723.1	MTND6P15	521	0	0	0	0	0
ENSG00000225724.1	ASH2LP3	1642	1	0	0.061528525	0	0.030764263
ENSG00000225725.4	FAM66E	2841	0	0	0	0	0
ENSG00000225726.1	AC007000.2	487	0	0	0	0	0
ENSG00000225727.3	AL139184.1	850	0	1	0	0.153749374	0.076874687
ENSG00000225728.2	AL034399.1	380	0	0	0	0	0
ENSG00000225731.1	AP001627.1	1754	1	0	0.05759968	0	0.02879984
ENSG00000225733.5	FGD5-AS1	5131	1000	827	19.69008738	21.06375416	20.37692077
ENSG00000225738.2	NRG3-AS1	813	0	0	0	0	0
ENSG00000225739.1	NPM1P18	732	4	0	0.552075619	0	0.27603781
ENSG00000225741.1	AC245517.1	1262	0	0	0	0	0
ENSG00000225742.5	LINC02036	970	0	0	0	0	0
ENSG00000225744.1	AC017002.2	792	0	0	0	0	0
ENSG00000225746.11	MEG8	11109	0	0	0	0	0
ENSG00000225750.1	AL357500.1	279	2	0	0.724228232	0	0.362114116
ENSG00000225752.1	AL023581.1	455	0	0	0	0	0
ENSG00000225755.2	AL451063.1	1133	1	0	0.089170202	0	0.044585101
ENSG00000225756.1	DBH-AS1	2139	0	0	0	0	0
ENSG00000225760.2	LINC00431	1189	6	7	0.509822565	0.76939342	0.639607993
ENSG00000225761.1	AL596247.1	442	0	0	0	0	0
ENSG00000225762.1	LINC01389	483	0	1	0	0.270573433	0.135286716
ENSG00000225764.1	P3H2-AS1	730	0	0	0	0	0
ENSG00000225766.10	DHRS4L1	1272	0	0	0	0	0
ENSG00000225769.1	CROCCP1	5675	0	0	0	0	0
ENSG00000225770.1	RPS29P3	171	0	0	0	0	0
ENSG00000225774.2	SIRPAP1	1770	0	0	0	0	0
ENSG00000225775.1	AL137220.1	661	0	0	0	0	0
ENSG00000225778.5	PROSER2-AS1	3274	3	2	0.092574684	0.079833212	0.086203948
ENSG00000225779.1	AL122001.1	370	2	0	0.546107234	0	0.273053617
ENSG00000225783.7	MIAT	11829	2	1	0.017081721	0.011048015	0.014064868
ENSG00000225785.1	AL109610.1	431	1	0	0.234407978	0	0.117203989
ENSG00000225787.1	LSM3P3	306	0	0	0	0	0
ENSG00000225790.1	AC007953.1	560	0	0	0	0	0
ENSG00000225791.6	TRAM2-AS1	2546	98	78	3.888815459	4.003764143	3.946289801
ENSG00000225792.1	AC004540.2	882	0	0	0	0	0
ENSG00000225793.2	AL080250.1	1519	0	0	0	0	0
ENSG00000225794.2	AC073321.1	938	1	0	0.107707717	0	0.053853858
ENSG00000225795.1	AC006463.1	232	0	0	0	0	0
ENSG00000225796.2	MTND4P23	1363	0	0	0	0	0
ENSG00000225798.1	AC025918.1	383	1	0	0.263785479	0	0.131892739
ENSG00000225802.3	WARSP1	454	0	0	0	0	0
ENSG00000225803.1	MRPS11P1	522	1	0	0.193543752	0	0.096771876
ENSG00000225805.4	DEFB131B	213	0	0	0	0	0
ENSG00000225806.8	AL121917.1	2059	0	0	0	0	0
ENSG00000225807.1	AC069281.1	570	0	0	0	0	0
ENSG00000225808.1	DNAJC19P5	316	3	4	0.959144035	1.654265418	1.306704727
ENSG00000225813.1	AC009299.1	717	0	0	0	0	0
ENSG00000225814.1	GRPEL2P2	670	1	1	0.150790804	0.195055176	0.17292299
ENSG00000225816.1	GTF3AP5	697	0	0	0	0	0
ENSG00000225822.4	UBXN7-AS1	386	1	0	0.261735333	0	0.130867666
ENSG00000225823.1	RPL7P45	743	0	0	0	0	0
ENSG00000225826.1	LINC00626	955	0	0	0	0	0
ENSG00000225827.1	SFTPA3P	367	0	0	0	0	0
ENSG00000225828.1	FAM229A	2845	19	10	0.674715968	0.459356654	0.567036311
ENSG00000225830.13	ERCC6	17716	181	148	1.032196926	1.091762885	1.061979906
ENSG00000225831.1	RPS18P1	458	0	0	0	0	0
ENSG00000225833.1	AC097625.1	574	0	0	0	0	0
ENSG00000225836.1	AL157400.1	368	0	0	0	0	0
ENSG00000225839.2	TRMT2B-AS1	205	0	0	0	0	0
ENSG00000225849.2	MKRN7P	1994	0	0	0	0	0
ENSG00000225850.3	AL355490.1	805	0	0	0	0	0
ENSG00000225851.1	HLA-S	53	0	0	0	0	0
ENSG00000225854.2	AL451139.1	346	0	0	0	0	0
ENSG00000225855.6	RUSC1-AS1	3516	14	11	0.402280358	0.40886139	0.405570874
ENSG00000225857.5	AL162431.1	748	2	0	0.270133258	0	0.135066629
ENSG00000225858.1	BX295541.1	250	0	0	0	0	0
ENSG00000225864.1	AL645939.1	991	0	0	0	0	0
ENSG00000225867.1	AL022315.1	498	0	0	0	0	0
ENSG00000225868.7	AC016582.1	4990	2	0	0.040492921	0	0.020246461
ENSG00000225869.4	AC008696.1	615	0	0	0	0	0
ENSG00000225870.1	LINC00368	650	2	3	0.310861041	0.603170622	0.457015831
ENSG00000225871.2	AC245100.2	1679	8	6	0.481381005	0.467017158	0.474199081
ENSG00000225872.3	LINC01529	4415	0	0	0	0	0
ENSG00000225873.4	C3orf86	1204	1	0	0.083911826	0	0.041955913
ENSG00000225877.1	PSG8-AS1	1873	0	0	0	0	0
ENSG00000225878.1	SERBP1P2	1164	0	0	0	0	0
ENSG00000225880.5	LINC00115	1317	3	3	0.230136306	0.29769241	0.263914358
ENSG00000225882.1	LINC01456	708	0	0	0	0	0
ENSG00000225884.2	AC098872.1	543	0	1	0	0.240675816	0.120337908
ENSG00000225885.7	AC023590.1	2968	0	0	0	0	0
ENSG00000225886.3	AL445490.1	1651	0	1	0	0.07915625	0.039578125
ENSG00000225889.7	AC012368.1	2453	7	1	0.288303656	0.053276383	0.17079002
ENSG00000225891.1	AL513365.2	529	0	0	0	0	0
ENSG00000225893.1	AL136231.1	730	0	0	0	0	0
ENSG00000225898.1	AC002075.1	676	0	1	0	0.193323917	0.096661959
ENSG00000225899.7	FRG2B	2097	1	0	0.048178273	0	0.024089136
ENSG00000225900.1	HSPE1P13	297	1	1	0.340167806	0.440023461	0.390095634
ENSG00000225901.1	MTND2P9	931	0	0	0	0	0
ENSG00000225903.1	AL035404.2	304	0	0	0	0	0
ENSG00000225904.1	MORF4L1P7	703	0	0	0	0	0
ENSG00000225905.1	AL391244.1	543	0	0	0	0	0
ENSG00000225906.1	AP000949.1	629	0	0	0	0	0
ENSG00000225907.1	RPS27P16	201	0	0	0	0	0
ENSG00000225912.1	AL121871.1	436	1	0	0.231719813	0	0.115859906
ENSG00000225913.2	AL138767.3	495	0	0	0	0	0
ENSG00000225914.2	TSBP1-AS1	8816	3	1	0.034379482	0.014823839	0.024601661
ENSG00000225916.1	AC007879.2	551	0	0	0	0	0
ENSG00000225918.1	RPL7P59	943	1	0	0.107136626	0	0.053568313
