gene_id	gene_name	length	SARSCOV2_1	SARSCOV2_2	SARSCOV2_3	RPKM_1	RPKM_2	RPKM_3	Expr
ENSCSAG00000003086	WDR17	88134	39	37	60	0.07652956	0.070215459	0.104044176	0.083596398
ENSCSAG00000010387	C1QTNF2	9082	3	9	2	0.057127846	0.16574312	0.03365569	0.085508885
ENSCSAG00000009745	FOXJ2	16404	275	291	287	2.899285781	2.967001226	2.673881399	2.846722802
ENSCSAG00000016065	NEB	173085	13	15	13	0.012989487	0.014494603	0.011478732	0.012987608
ENSCSAG00000013206	FAM83B	18753	69	67	90	0.636335906	0.59755591	0.733468994	0.655786937
ENSCSAG00000016450	SAPCD2	6232	103	82	102	2.858366231	2.200700312	2.501397613	2.520154719
ENSCSAG00000013432	ZC2HC1A	53366	177	161	217	0.573609991	0.50458661	0.621448417	0.566548339
ENSCSAG00000000216	GGACT	462	68	77	67	25.45511301	27.87553729	22.16372899	25.1647931
ENSCSAG00000010171	CAPN7	44725	418	357	473	1.616344854	1.335034117	1.616295618	1.522558196
ENSCSAG00000017331	FASTKD3	7156	119	114	138	2.875972453	2.664458846	2.947262094	2.829231131
ENSCSAG00000008662	PITPNM1	14615	843	899	913	9.975549944	10.28810456	9.547330609	9.936995037
ENSCSAG00000007382	YARS2	11058	232	241	242	3.628436204	3.645146221	3.344635417	3.539405948
ENSCSAG00000015271	UTP25	24964	280	296	301	1.939777644	1.983133882	1.842732628	1.921881385
ENSCSAG00000004324	ARFIP2	6255	368	391	340	10.17486362	10.45499768	8.307332759	9.645731354
ENSCSAG00000000780	CORT	1416	16	9	11	1.954181159	1.063050151	1.187242503	1.401491271
ENSCSAG00000014647	ELK4	15218	118	125	131	1.341011555	1.373810814	1.315599561	1.343473976
ENSCSAG00000017148	IL1R2	35210	9	10	11	0.044206342	0.047501626	0.047745964	0.046484644
ENSCSAG00000006747	APBA2	61453	53	65	69	0.14915605	0.176906897	0.171599495	0.165887481
ENSCSAG00000013107	GRIPAP1	28514	242	242	270	1.467794693	1.419487976	1.447156911	1.444813193
ENSCSAG00000014675	OTX1	3346	25	31	33	1.29217747	1.549566627	1.507294128	1.449679408
ENSCSAG00000007342	ICAM5	6325	7	5	7	0.191401617	0.132215987	0.169140463	0.164252689
ENSCSAG00000001763	TNNT1	17403	204	171	196	2.027281885	1.643412128	1.721242081	1.797312031
ENSCSAG00000007242	RASGRP2	16289	6	4	12	0.063703738	0.041071453	0.112589224	0.072454805
ENSCSAG00000011628	ZEB1	188673	647	528	913	0.593065442	0.468056914	0.739555935	0.600226097
ENSCSAG00000011258	TREM1	13302	5	5	4	0.065007154	0.062867698	0.045957146	0.057943999
ENSCSAG00000009136	CDIP1	30612	584	599	616	3.299356429	3.272725761	3.075381599	3.215821263
ENSCSAG00000005318	STN1	51444	177	172	201	0.595040641	0.559201354	0.597133356	0.583791784
ENSCSAG00000016184	ZNF273	17196	171	170	220	1.719795334	1.653468716	1.955263298	1.776175783
ENSCSAG00000013156	ELOVL5	30033	2491	2576	2813	14.34442367	14.34569654	14.31465943	14.33492655
ENSCSAG00000007405	CABCOCO1	104366	46	44	52	0.076226659	0.070512828	0.076147265	0.074295584
ENSCSAG00000010712	TMEM107	2077	11	26	15	0.915934212	2.093685035	1.103734878	1.371118041
ENSCSAG00000002245	ARL16	2097	72	101	76	5.938026868	8.055591605	5.538920933	6.510846469
ENSCSAG00000008752	CREB3L2	126668	43	47	42	0.058709669	0.062059096	0.050674839	0.057147868
ENSCSAG00000011191	TBL3	7320	530	588	553	12.5219764	13.43509502	11.54580064	12.50095735
ENSCSAG00000002924	FDX1	38702	131	158	138	0.585390917	0.682807332	0.544948776	0.604382342
ENSCSAG00000013501	PHF3	71871	674	619	865	1.621863504	1.440494017	1.839384082	1.633913868
ENSCSAG00000009021	CLDN1	16492	2235	2402	2607	23.43755443	24.35982557	24.15893075	23.98543692
ENSCSAG00000012312	OSR2	7784	41	46	36	0.910938635	0.988392638	0.70682138	0.868717551
ENSCSAG00000013942	TOP1	99108	1225	1168	1403	2.137644437	1.971099864	2.163510279	2.090751526
ENSCSAG00000013834	PDLIM4	17018	222	216	229	2.25606988	2.122852058	2.056539081	2.145153673
ENSCSAG00000013047	SUSD6	100628	56	60	56	0.096244801	0.099725657	0.085050954	0.093673804
ENSCSAG00000009902	B4GALT1	57385	960	1002	1066	2.893216541	2.92041004	2.839022423	2.884216335
ENSCSAG00000018160	ALPK2	145325	5945	6112	6800	7.074888824	7.034245336	7.151194414	7.086776191
ENSCSAG00000013041	SRSF5	4523	889	873	897	33.99251247	32.28212786	30.30929671	32.19464568
ENSCSAG00000014109	LARP4B	20790	961	1046	1063	7.994236473	8.414952959	7.814276588	8.074488673
ENSCSAG00000002858	DIXDC1	92042	98	95	99	0.184139992	0.172628325	0.164383851	0.17371739
ENSCSAG00000015325	PFDN4	12088	263	301	314	3.762784874	4.16472703	3.969951496	3.965821133
ENSCSAG00000005952	DUSP28	995	16	17	17	2.781025649	2.857592767	2.611174191	2.749930869
ENSCSAG00000011182	NFIC	92122	180	168	162	0.337922601	0.305014455	0.268758161	0.303898405
ENSCSAG00000001280	COA7	15082	452	412	480	5.183076164	4.568911827	4.863985873	4.871991288
ENSCSAG00000008532	PIGP	7669	40	33	34	0.902047373	0.719697012	0.677563782	0.766436055
ENSCSAG00000015930	ACVR1C	52205	16	15	17	0.053004895	0.048056668	0.049767615	0.050276392
ENSCSAG00000018768	FZD7	1725	44	49	47	4.411351555	4.750961138	4.164077104	4.442129932
ENSCSAG00000012888	INCA1	4418	7	1	10	0.274018838	0.037857226	0.345926866	0.219267643
ENSCSAG00000005994	CLP1	4107	196	203	209	8.253524806	8.266959926	7.777348988	8.099277906
ENSCSAG00000016204	TMEM150A	6414	124	119	155	3.343496108	3.103076648	3.693284357	3.379952371
ENSCSAG00000005280	TCP11L1	30912	74	59	75	0.414011789	0.319226844	0.370803788	0.36801414
ENSCSAG00000007820	MBNL3	59075	2	0	3	0.005855101	0	0.007761176	0.004538759
ENSCSAG00000017093	SPEF2	185359	21	13	28	0.019593576	0.011730166	0.023086301	0.018136681
ENSCSAG00000001237	MKNK1	46211	89	73	79	0.333083203	0.264211667	0.261271313	0.286188728
ENSCSAG00000008673	MROH1	115159	491	538	542	0.737380587	0.781373878	0.719302228	0.746018897
ENSCSAG00000017575	SCEL	109014	27	31	46	0.042834094	0.047561322	0.064488988	0.051628134
ENSCSAG00000017118	GUF1	20319	236	217	305	2.008712421	1.786207468	2.294074476	2.029664788
ENSCSAG00000012512	GRIN3B	9431	8	6	10	0.146703452	0.106406462	0.162051203	0.138387039
ENSCSAG00000010020	RFTN1	130036	207	224	246	0.275305467	0.288110386	0.289122246	0.284179366
ENSCSAG00000005075	SPRYD4	1040	39	27	36	6.48543872	4.342151	5.290286173	5.372625298
ENSCSAG00000011612	TTC27	200307	539	557	624	0.465372516	0.465086321	0.476100313	0.46885305
ENSCSAG00000012969	SPEF1	4028	1	3	4	0.042935708	0.124567942	0.151768113	0.106423921
ENSCSAG00000003838	FAM241A	30385	111	85	100	0.631788666	0.467879678	0.502980054	0.534216133
ENSCSAG00000012446	AARS2	14697	464	488	494	5.460059542	5.553485281	5.13698454	5.383509788
ENSCSAG00000017073	FBXO25	63524	64	55	72	0.17424095	0.144810265	0.173222644	0.164091286
ENSCSAG00000016763	ZBTB47	13472	126	91	108	1.617508469	1.129753812	1.22518504	1.324149107
ENSCSAG00000009071	ZNF346	43158	87	69	81	0.348631026	0.267400538	0.286836036	0.300955867
ENSCSAG00000008535	TNK2	31392	178	213	240	0.980638882	1.134841254	1.168428818	1.094636318
ENSCSAG00000012394	ACBD6	205182	369	386	429	0.311024929	0.314646238	0.319542065	0.315071077
ENSCSAG00000016773	HMGCS1	26461	1353	1356	1663	8.843000227	8.570929722	9.604969727	9.006299892
ENSCSAG00000007378	DNMT1	64605	1898	1958	2093	5.080871012	5.068985559	4.951230004	5.033695525
ENSCSAG00000014025	SLC43A2	54607	321	289	372	1.016634414	0.88516457	1.041129197	0.98097606
ENSCSAG00000001313	DHCR24	33697	316	360	350	1.6218248	1.786840388	1.587401588	1.665355592
ENSCSAG00000015045	C1orf116	9839	41	49	42	0.720677542	0.832951312	0.65239156	0.735340138
ENSCSAG00000014983	STYX	46803	83	74	87	0.306699094	0.264443274	0.28408975	0.285077373
ENSCSAG00000017992	SHISA2	4471	20	13	26	0.773630206	0.486309977	0.888748093	0.716229426
ENSCSAG00000012558	PLXDC2	167302	378	422	461	0.390749796	0.421876967	0.42112381	0.411250191
ENSCSAG00000004829	HSPA12A	181955	88	77	111	0.083642455	0.070778479	0.093232856	0.082551263
ENSCSAG00000015383	SLC25A20	39145	89	93	126	0.393207508	0.397357257	0.491931068	0.427498611
ENSCSAG00000015313	BCAS1	124315	11	12	9	0.015303023	0.016144783	0.011064428	0.014170745
ENSCSAG00000010667	RECK	86196	94	93	132	0.188603103	0.180455587	0.234043629	0.201034106
ENSCSAG00000004095	MTTP	48061	6	19	20	0.021590691	0.066120373	0.063598547	0.050436537
ENSCSAG00000013518	CORO2B	149573	46	70	64	0.053187885	0.078274325	0.06539383	0.06561868
ENSCSAG00000008871	COL4A5	80553	78	71	83	0.167463813	0.147418208	0.1574731	0.157451707
ENSCSAG00000006451	KDM8	21339	36	43	34	0.291767242	0.337030255	0.24350891	0.290768803
ENSCSAG00000002887	PPP2R1B	52188	211	225	255	0.699229744	0.721084834	0.746757393	0.722357324
ENSCSAG00000014233	RIOK2	13666	180	179	223	2.277923742	2.19071616	2.493867931	2.320835944
ENSCSAG00000005764	KLF2	5434	32	57	47	1.018447008	1.754404445	1.321868422	1.364906625
ENSCSAG00000005596	SYT13	49318	19	17	16	0.066627917	0.057652476	0.049582056	0.05795415
ENSCSAG00000015598	FAM53A	42397	97	137	99	0.395680547	0.540455496	0.356870025	0.431002023
ENSCSAG00000019754	PGBD4	1758	18	28	23	1.770768251	2.66387387	1.99948877	2.144710297
ENSCSAG00000002722	ZPR1	8872	123	145	169	2.397682484	2.733511885	2.911221	2.680805123
ENSCSAG00000004486	DHX32	45773	276	330	316	1.042816267	1.205810496	1.055085633	1.101237465
ENSCSAG00000000833	CASP9	26776	193	221	222	1.2465787	1.380451242	1.267118638	1.298049527
ENSCSAG00000002657	RAD9B	33136	11	15	16	0.057411738	0.075712167	0.073795504	0.068973136
ENSCSAG00000004378	ZNF214	3010	2	9	8	0.114913643	0.500092696	0.406193992	0.34040011
ENSCSAG00000015422	SLC2A6	7057	100	93	121	2.450687722	2.204130623	2.620446255	2.4250882
ENSCSAG00000003844	PITX2	5760	44	58	40	1.321107887	1.684147044	1.061322843	1.355525925
ENSCSAG00000001026	LAPTM5	26222	4	2	7	0.026381669	0.01275671	0.040798315	0.026645565
ENSCSAG00000013429	MAX	23500	50	56	38	0.367968154	0.398560874	0.247130153	0.337886394
ENSCSAG00000002323	SLC37A2	24833	12	6	10	0.083571876	0.040410717	0.061543305	0.061841966
ENSCSAG00000015964	NR4A2	8600	14	15	17	0.281538425	0.291720739	0.302106781	0.291788649
ENSCSAG00000009596	SYNGAP1	28514	93	99	106	0.564069861	0.580699626	0.568143083	0.570970857
ENSCSAG00000014358	PPCDC	30273	147	169	141	0.839788583	0.933696522	0.711825687	0.828436931
ENSCSAG00000015236	JMY	76541	93	91	106	0.210134281	0.198848243	0.211651688	0.206878071
ENSCSAG00000010490	PARG	136729	317	367	418	0.400965233	0.448931339	0.467224543	0.439040372
ENSCSAG00000015303	ABCB11	115683	3	3	2	0.004484973	0.004337367	0.002642229	0.003821523
ENSCSAG00000009149	CYREN	3633	47	39	47	2.237384126	1.795451617	1.977162952	2.003332898
ENSCSAG00000005720	PRSS36	12397	118	94	94	1.646165511	1.268194162	1.158834073	1.357731249
ENSCSAG00000002365	VRK3	41903	254	233	249	1.048326809	0.930005038	0.908163899	0.962165249
ENSCSAG00000013840	SMYD4	43678	97	102	123	0.384075923	0.39058173	0.430380288	0.401679314
ENSCSAG00000003962	PAWR	85887	646	708	760	1.300807934	1.37873348	1.352371977	1.34397113
ENSCSAG00000019572	PNMA1	1059	173	182	205	28.25258794	28.74418009	29.58475008	28.86050604
ENSCSAG00000013140	DIS3L	41385	304	306	316	1.270394826	1.236667548	1.166955048	1.224672474
ENSCSAG00000006822	TRPM1	74131	1	2	4	0.002332965	0.004512369	0.008246509	0.005030614
ENSCSAG00000008057	TRIM27	23028	665	749	760	4.994287243	5.440014963	5.043910543	5.15940425
ENSCSAG00000018827	TRAPPC5	567	223	242	268	68.01894578	71.38497379	72.23733892	70.54708616
ENSCSAG00000018042	TNFRSF19	106826	209	208	240	0.33835875	0.325657336	0.343355714	0.3357906
ENSCSAG00000004565	RNF141	30102	429	414	475	2.46473387	2.300273557	2.411616586	2.392208005
ENSCSAG00000005876	SLC4A8	80576	16	21	21	0.034341746	0.043590122	0.039831219	0.039254362
ENSCSAG00000006632	ZNF791	12744	38	43	52	0.515686695	0.564335265	0.623602123	0.567874694
ENSCSAG00000012258	ATL2	79942	844	821	947	1.825893866	1.717681528	1.81044349	1.784672961
ENSCSAG00000004732	MIF4GD	12773	357	403	409	4.833741221	5.276994376	4.893734454	5.001490017
ENSCSAG00000002946	SLC8A2	39687	28	22	39	0.1220163	0.092714766	0.150184924	0.121638664
ENSCSAG00000004432	EBF3	127790	74	74	115	0.100148152	0.096852168	0.137534285	0.111511535
ENSCSAG00000016177	PSME1	2786	569	613	594	35.3215088	36.8005119	32.58482079	34.9022805
ENSCSAG00000015536	GRB14	131811	24	15	33	0.031489639	0.0190333	0.038262407	0.029595115
ENSCSAG00000004724	INPP5F	103962	348	303	347	0.578912211	0.487463946	0.510111193	0.525495784
ENSCSAG00000006680	KDELR3	9504	95	114	122	1.728722442	2.006193971	1.961839195	1.898918536
ENSCSAG00000016628	ZGPAT	24749	237	239	247	1.65614662	1.615156995	1.525279037	1.598860884
ENSCSAG00000017228	LATS1	47838	446	423	521	1.612389408	1.478910357	1.664465174	1.58525498
ENSCSAG00000001477	DR1	19293	634	657	757	5.683260801	5.695608147	5.996614342	5.791827763
ENSCSAG00000012894	NLGN1	9411	109	113	132	2.003082408	2.008247187	2.143621784	2.05165046
ENSCSAG00000005810	CTF1	5773	15	16	6	0.4493635	0.46354609	0.158839934	0.357249841
ENSCSAG00000010641	RHOU	11132	24	23	37	0.372860293	0.345564512	0.507970545	0.40879845
ENSCSAG00000007604	RHOV	1087	7	4	5	1.113721461	0.615467245	0.702992132	0.810726946
ENSCSAG00000010837	DCAF10	57965	147	143	184	0.43859087	0.412614698	0.485134306	0.445446625
ENSCSAG00000009800	GTF3C2	28567	269	293	322	1.628529903	1.715447704	1.722666629	1.688881412
ENSCSAG00000003895	ZDHHC1	22283	102	118	113	0.79165253	0.88569225	0.77502335	0.817456043
ENSCSAG00000011005	MRAS	34294	145	153	172	0.731236651	0.746187182	0.766514381	0.747979405
ENSCSAG00000017613	METTL4	35650	99	92	125	0.480268113	0.431621223	0.535871281	0.482586872
ENSCSAG00000010708	HAVCR2	25011	17	22	23	0.1175509	0.147118105	0.140542212	0.135070405
ENSCSAG00000001227	POMGNT1	10558	698	754	724	11.43357006	11.94439578	10.48013585	11.2860339
ENSCSAG00000015853	RAB3GAP2	121482	676	670	817	0.962371726	0.922438385	1.027827249	0.97087912
ENSCSAG00000016108	ELMOD3	38861	210	234	237	0.934573398	1.007108781	0.932061089	0.957914423
ENSCSAG00000012857	ZNF232	7645	18	8	15	0.407195629	0.175019724	0.299863616	0.294026323
ENSCSAG00000018877	EPM2AIP1	1824	125	144	144	11.85204444	13.20420187	12.06556496	12.37393709
ENSCSAG00000006748	STX5	25072	253	240	262	1.745177618	1.60102001	1.597063985	1.647753871
ENSCSAG00000015538	AMD1	8150	1249	1198	1359	26.50409149	24.58519779	25.48424971	25.524513
ENSCSAG00000005709	CUTC	36063	120	105	127	0.575476358	0.486969706	0.538210137	0.533552067
ENSCSAG00000018441	FGFBP3	783	17	15	11	3.754872992	3.204084746	2.147043913	3.035333884
ENSCSAG00000016948	PERP	16422	1727	1901	2043	18.18755762	19.361124	19.01307331	18.85391831
ENSCSAG00000003874	MAP3K3	72433	208	216	217	0.496632291	0.498760183	0.457860591	0.484417689
ENSCSAG00000019504	TSHZ1	3195	69	39	51	3.734963144	2.041588646	2.439547719	2.738699836
ENSCSAG00000002822	CPNE7	15160	84	74	88	0.958270629	0.816407556	0.887142683	0.887273623
ENSCSAG00000017212	TXNDC9	12546	248	224	286	3.418648818	2.986188595	3.483940697	3.29625937
ENSCSAG00000009246	CLEC12A	9316	17	22	21	0.315593125	0.394973263	0.344508403	0.351691597
ENSCSAG00000014213	PCNX4	26566	126	104	159	0.820261767	0.654759289	0.914704804	0.796575287
ENSCSAG00000004619	TMEM104	67748	81	75	87	0.206774335	0.185156636	0.196260444	0.196063805
ENSCSAG00000002100	B3GAT1	41693	2	3	0	0.008296118	0.012034626	0	0.006776915
ENSCSAG00000014669	EHBP1	321105	427	406	523	0.22997938	0.211472287	0.24892277	0.230124812
ENSCSAG00000014087	CRYGS	5580	5	7	10	0.154968667	0.209815872	0.273889766	0.212891435
ENSCSAG00000009443	SEC14L2	28091	113	119	149	0.695695727	0.708523499	0.810641947	0.738287058
ENSCSAG00000009100	LURAP1L	47413	10	17	11	0.03647629	0.059968886	0.035457267	0.043967481
ENSCSAG00000014830	ZNF334	69171	46	36	48	0.115011659	0.087046827	0.106054033	0.102704173
ENSCSAG00000004590	WDR59	118390	240	270	288	0.350593866	0.381437371	0.37178124	0.367937492
ENSCSAG00000017604	LPIN2	59348	429	412	434	1.250141857	1.161089307	1.117618663	1.176283276
ENSCSAG00000009085	TMEM52B	13126	111	118	113	1.462509417	1.503571568	1.315697494	1.427259493
ENSCSAG00000007888	SLC17A2	13129	13	13	24	0.171245748	0.165609864	0.279376323	0.205410645
ENSCSAG00000001996	ZNF432	11076	34	27	31	0.53088941	0.407713709	0.427748752	0.455450624
ENSCSAG00000013171	TIMM17B	4065	141	142	134	5.998831387	5.842548037	5.037954633	5.626444686
ENSCSAG00000004907	COQ9	13846	373	431	440	4.658998782	5.206279028	4.856667294	4.907315035
ENSCSAG00000011459	KCNK13	131219	25	17	34	0.032949693	0.021668393	0.039599727	0.031405938
ENSCSAG00000008201	SLC29A2	12013	189	214	219	2.720936581	2.979454747	2.786138116	2.828843148
ENSCSAG00000015907	PKP4	160317	1147	1166	1292	1.237348206	1.216447781	1.231665964	1.228487317
ENSCSAG00000008794	GPAA1	3369	1334	1353	1436	68.47986744	67.16937124	65.14235169	66.93053012
ENSCSAG00000009208	ADIPOQ	17597	22	18	23	0.216218146	0.171083595	0.199755712	0.195685818
ENSCSAG00000010765	TMCO1	39246	150	157	158	0.661003794	0.669081081	0.615278432	0.648454436
ENSCSAG00000019660	TRAPPC2B	423	16	15	11	6.541656077	5.93096538	3.974315328	5.482312262
ENSCSAG00000012812	CLPX	39118	322	316	396	1.423597844	1.351092047	1.547136199	1.440608697
ENSCSAG00000004426	C10orf143	38070	39	29	39	0.177169852	0.127405923	0.156563937	0.153713237
ENSCSAG00000006739	NXF1	15310	560	540	611	6.325879701	5.899199269	6.099244223	6.108107731
ENSCSAG00000007321	SARM1	24306	10	4	4	0.071153227	0.027524599	0.025151072	0.041276299
ENSCSAG00000014776	SCML1	11617	117	76	98	1.741806732	1.094193424	1.289264695	1.375088284
ENSCSAG00000011125	SLC19A2	16202	126	108	102	1.344961986	1.114883852	0.962147261	1.140664366
ENSCSAG00000012257	QKI	163263	531	570	615	0.562490045	0.583931065	0.575701482	0.574040864
ENSCSAG00000002776	BAX	7878	447	459	516	9.812951199	9.744761321	10.01022246	9.855978327
ENSCSAG00000002818	BCO2	44002	5	3	5	0.019651951	0.011403111	0.017366312	0.016140458
ENSCSAG00000018714	B3GALT5	936	6	10	8	1.108622003	1.786893416	1.306243499	1.400586306
ENSCSAG00000014871	RP9	18835	211	219	232	1.937425106	1.944701672	1.882488641	1.921538473
ENSCSAG00000017040	BLM	106882	370	383	442	0.598694467	0.599333702	0.632015459	0.610014543
ENSCSAG00000002064	SBNO1	43084	593	630	737	2.380382608	2.445676607	2.614336429	2.480131882
ENSCSAG00000004307	ABCA8	78706	5	2	3	0.010986776	0.004250076	0.005825369	0.00702074
ENSCSAG00000003179	ERCC1	18165	120	147	154	1.142494022	1.353494296	1.295672743	1.26388702
ENSCSAG00000013898	RAPGEF5	193356	345	304	403	0.30858125	0.262960446	0.318535175	0.29669229
ENSCSAG00000009731	HEATR1	57760	911	1015	1131	2.727716839	2.93909318	2.992577624	2.886462548
ENSCSAG00000005831	RNF40	13847	1204	1274	1344	15.03761242	15.38821456	14.83383966	15.08655555
ENSCSAG00000009634	STK10	134442	306	368	365	0.393635768	0.457812189	0.414923377	0.422123778
ENSCSAG00000011128	MOCS1	26880	96	106	106	0.61766083	0.659555123	0.602679757	0.626631904
ENSCSAG00000004737	SLC25A19	22090	87	105	93	0.681132541	0.795001742	0.643423971	0.706519418
ENSCSAG00000018634	MAFA	1059	6	4	7	0.979858541	0.631740222	1.010210978	0.87393658
ENSCSAG00000002294	CHEK1	33428	212	247	251	1.096815451	1.235836612	1.147554531	1.160068864
ENSCSAG00000010753	THUMPD3	22363	213	190	204	1.647242853	1.421012946	1.39415194	1.487469247
ENSCSAG00000016641	EPB41L5	166880	70	76	102	0.072544057	0.076169972	0.093412691	0.080708907
ENSCSAG00000015860	MARK1	140398	108	104	112	0.133036536	0.123893042	0.121917797	0.126282458
ENSCSAG00000003325	CNTNAP1	16461	21	25	38	0.220633357	0.254014373	0.352807156	0.275818295
ENSCSAG00000005473	ATF7	110154	73	99	100	0.114612155	0.150317457	0.138742569	0.134557394
ENSCSAG00000006628	MAN2B1	20583	269	256	274	2.260225125	2.080203336	2.034472823	2.124967095
ENSCSAG00000004114	UTP4	41209	666	758	781	2.795054276	3.07646251	2.896469515	2.922662101
ENSCSAG00000018036	IFT22	7571	268	293	296	6.121948054	6.472750568	5.975145275	6.189947966
ENSCSAG00000007420	RTKN2	77572	141	109	140	0.314356335	0.23501523	0.275824634	0.275065399
ENSCSAG00000015231	KLHDC2	17029	196	173	200	1.990558834	1.699148964	1.794943795	1.828217197
ENSCSAG00000015748	DOK1	3261	181	208	218	9.599218304	10.66809891	10.21681898	10.16137873
ENSCSAG00000001882	ULK1	28288	333	341	362	2.035870186	2.016167608	1.955763475	2.002600423
ENSCSAG00000012254	INPP1	11378	47	40	25	0.714397656	0.587988131	0.335802622	0.546062803
ENSCSAG00000011684	PYGO1	38939	39	46	28	0.17321596	0.197582072	0.109896343	0.160231458
ENSCSAG00000011055	TBX19	33587	49	43	50	0.252309125	0.214127151	0.22751435	0.231316875
ENSCSAG00000001094	ADPRS	5698	328	324	366	9.955417808	9.510362318	9.816770645	9.760850257
ENSCSAG00000015902	RGS12	129029	120	154	139	0.160842942	0.199621763	0.164640802	0.175035169
ENSCSAG00000001660	SIKE1	11252	441	478	588	6.778240255	7.105140503	7.986520422	7.28996706
ENSCSAG00000007832	MGA	93445	491	474	565	0.908727176	0.848392402	0.924064707	0.893728095
ENSCSAG00000011817	GPS2	7138	369	369	393	8.940419866	8.646180941	8.414455359	8.667018722
ENSCSAG00000003757	SEC24D	110442	388	379	463	0.607582918	0.573957116	0.640702963	0.607414332
ENSCSAG00000005381	RAB3A	8214	26	19	25	0.547427666	0.386877435	0.465152451	0.466485851
ENSCSAG00000017523	MBNL2	121769	473	433	614	0.671788389	0.594737954	0.770622412	0.679049585
ENSCSAG00000003737	TRADD	6205	121	106	122	3.372497814	2.857186417	3.004886335	3.078190189
ENSCSAG00000002132	CLIP1	108558	1010	970	1301	1.609042934	1.494460353	1.831578205	1.645027164
ENSCSAG00000016576	FAM160B2	5359	130	151	166	4.19534507	4.712677138	4.73406629	4.547362833
ENSCSAG00000019084	ZNF391	1074	20	15	33	3.220577887	2.335938879	4.695908893	3.41747522
ENSCSAG00000007899	H2BC5	13654	88	63	104	1.114630355	0.771711813	1.164081654	1.016807941
ENSCSAG00000008101	ZNRD1	3786	100	101	123	4.568014594	4.461853036	4.96517438	4.665014003
ENSCSAG00000018524	PNMA2	1095	100	94	102	15.7940669	14.35781099	14.23626477	14.79604755
ENSCSAG00000016056	EGFR	186901	222	201	265	0.205423177	0.179870081	0.216692686	0.200661981
ENSCSAG00000001540	C1orf194	8216	6	3	9	0.126298709	0.061071041	0.167414119	0.11826129
ENSCSAG00000002692	SIDT2	19381	131	108	115	1.168969571	0.932013217	0.906842077	1.002608288
ENSCSAG00000008561	GPRC5A	4077	76	90	104	3.223895627	3.692124144	3.89854572	3.604855164
ENSCSAG00000006757	MAFF	25471	428	421	455	2.906068624	2.764461827	2.730080197	2.800203549
ENSCSAG00000007232	SLC22A12	11020	25	17	17	0.39234354	0.25801314	0.235763913	0.295373531
ENSCSAG00000004082	PRMT7	47261	254	290	275	0.929477545	1.026288798	0.889282592	0.948349645
ENSCSAG00000011557	SERP1	2046	118	178	179	9.97434694	14.55086697	13.3708004	12.63200477
ENSCSAG00000004663	LSM14A	55197	606	598	720	1.898738876	1.812008402	1.993549512	1.901432263
ENSCSAG00000011931	POLR2M	11165	302	332	370	4.677957889	4.973405309	5.064691544	4.905351581
ENSCSAG00000012916	MAGIX	3551	8	3	6	0.389625531	0.141300949	0.258232311	0.26305293
ENSCSAG00000016672	STX7	58236	684	732	843	2.031293397	2.102296857	2.212310299	2.115300184
ENSCSAG00000002161	GPATCH4	7680	185	176	195	4.165993622	3.832886377	3.880461646	3.959780548
ENSCSAG00000008222	ZNF251	40055	179	175	188	0.772866329	0.730728103	0.717316989	0.740303807
ENSCSAG00000009432	MTFP1	3277	271	290	284	14.30213726	14.80117024	13.24499817	14.11610189
ENSCSAG00000012219	SEMA3E	117718	14	10	20	0.020568056	0.014207957	0.025965526	0.02024718
ENSCSAG00000017982	MTIF3	4763	67	70	84	2.432777069	2.458057036	2.695309912	2.528714672
ENSCSAG00000011445	ZNF57	3306	52	46	53	2.720248546	2.327177342	2.450095566	2.499173818
ENSCSAG00000017223	GINM1	27177	337	355	400	2.144551494	2.184747927	2.249409272	2.192902898
ENSCSAG00000000164	AMIGO1	1482	12	19	23	1.400364636	2.144272099	2.371863196	1.972166644
ENSCSAG00000012995	SLC25A13	200464	965	1032	1034	0.832528316	0.861029047	0.788304763	0.827287376
ENSCSAG00000004168	PSMD7	9866	713	765	691	12.49846019	12.96865155	10.7040207	12.05704414
ENSCSAG00000017295	HOMER2	97239	128	143	136	0.227655202	0.245963153	0.213751134	0.229123163
ENSCSAG00000017695	ZDHHC4	12499	345	341	375	4.773664791	4.563032986	4.585281506	4.640659761
ENSCSAG00000005504	PNPLA3	26612	138	153	124	0.896829043	0.961586624	0.712121625	0.856845764
ENSCSAG00000011805	BTBD3	8734	245	289	365	4.851331918	5.534254827	6.386893593	5.590826779
ENSCSAG00000004172	PTPRB	120945	3	8	10	0.004289843	0.011063093	0.012636363	0.009329766
ENSCSAG00000014058	MYO1C	30612	1126	1249	1331	6.361430375	6.824097623	6.645020954	6.610182984
ENSCSAG00000013397	MAP2K5	263108	682	708	692	0.448289342	0.450063405	0.401959267	0.433437338
ENSCSAG00000014126	CLHC1	55023	45	64	54	0.141441333	0.19454058	0.149989031	0.161990314
ENSCSAG00000007264	SLC2A13	365212	106	107	117	0.050195978	0.049001936	0.048961062	0.049386325
ENSCSAG00000015931	SGTB	55261	39	37	40	0.122054546	0.111984388	0.110624483	0.114887806
ENSCSAG00000012246	TOR1AIP1	39237	642	581	804	2.829745161	2.476594107	3.131628654	2.812655974
ENSCSAG00000016234	ATOH8	10189	11	14	17	0.186710703	0.229811084	0.254992474	0.223838087
